0.174118965,2.627232875,0.715602618,0.354440841,0.545854688
0.560416771,0.361926461,2.013562763,0.009738909,0.272642307
0.033782433,2.021134593,1.188996285,0.110887798,1.326054245
0.010188259,1.788081785,3.524164883,0.558898161,0.013162331
0.720987757,1.261264643,2.677189084,0.623755315,1.010301204
1.1490366,3.017892962,2.345711813,0.989651367,0.240159974
0.302417442,1.900496083,2.658631113,0.991339303,0.398813273
0.009568652,3.072163068,2.58846815,0.699537267,-0.080608885
0.009303362,0.474908972,4.435963374,0.012486787,0.584256774
0.168635677,1.909361886,2.391132818,0.78209851,0.247009155
0.630130998,2.383636696,2.674713694,0.686373937,0.639012279
0.480325713,1.26260548,1.325960013,0.989432455,0.247269108
0.010877391,2.219526688,3.038310216,0.41496346,0.212118986
0.01086293,0.852571063,2.030483544,0.276309101,1.689208623
1.016968016,0.944957007,0.951957733,0.846584935,0.42181149
2.296158912,0.479965347,1.720201143,0.42806921,1.102807082
1.632624825,1.500469585,2.519822626,0.66290364,1.590511687
0.802884665,0.960368751,1.935599548,0.467266543,0.391961788
0.837949051,2.081871507,2.092439572,0.991323471,1.593256681
0.489773295,1.51825492,1.848562158,0.008947608,2.152095102
1.477374604,2.073774309,0.133509447,0.65031736,0.003066818
0.110025961,1.145968471,1.652701291,0.817046756,1.556714709
1.067882457,3.316421426,3.418880848,0.00946392,1.122402126
0.009159096,2.291296623,2.71150589,0.136783295,0.878988891
0.01250459,1.684959282,0.703259538,0.010706759,1.745086221
0.009365192,0.009840259,1.233306258,0.531143024,1.361107222
0.010161439,1.847914007,4.296074867,0.989691174,0.598646494
0.715763872,0.799132515,2.875521269,0.991002259,1.355215048
0.010361807,2.162492331,4.742850317,0.875333873,-0.333740291
0.010305753,0.030713282,3.854412411,0.297507029,0.274603937
0.4041663,1.743723963,1.70412987,0.450207256,0.48867088
0.613888115,1.743196075,3.204738714,0.761207706,-0.436382037
0.906115519,0.010097534,3.230553387,0.136242954,1.101606629
0.0107066,3.182967524,1.850330781,0.138235307,0.571286739
0.010119405,0.930177501,2.227149964,0.082781212,0.853707709
1.34947746,0.29186637,1.420399301,0.135289021,-0.701269295
