0.675342473,2.264345138,0.771868632,0.272824643,0.376533664
0.489124631,0.953744708,3.414534051,0.020087737,-0.111559892
0.609622808,2.328585538,1.553318119,0.119866482,1.022140688
0.308790312,1.861079944,4.179398649,0.558077965,0.222233297
0.496219578,1.283682905,3.132524489,0.630617151,0.781152707
0.616510994,3.010466688,2.546124242,0.956497352,0.465834252
0.408171061,1.314032103,1.903960384,0.963102252,0.840728856
0.312294198,2.205749728,3.139347779,0.72357595,0.127538188
0.377755234,0.632508122,3.069297557,0.03097982,0.238447267
0.34397239,1.558238358,3.375446137,0.941029264,0.402367939
0.716356799,2.185666879,3.469839657,0.878590554,0.91713635
0.337177523,1.601285833,1.075630819,0.94123226,0.505146665
0.325728214,1.966447157,3.820853898,0.465206217,0.414699034
0.331449111,1.459320732,2.847213583,0.465340073,1.473337791
1.060758236,0.8364714,1.531239756,0.917068015,0.444840006
1.540936342,0.774688526,1.64527092,0.453732259,1.145143118
0.735850261,1.501789712,2.618641812,0.731270167,1.874177215
0.58496905,0.802725376,4.324374867,0.666407734,0.849726833
0.854260113,1.720306329,1.808517781,0.89453377,1.513702443
0.639248025,1.730447457,2.1312082,0.018509032,0.828477174
0.845965191,2.600304898,0.594485306,0.647288762,0.05962554
0.277883343,1.308820873,1.533377161,0.766300037,1.60071477
0.533590255,2.065560787,3.321344156,0.034481582,0.228920348
0.698698251,2.397260167,4.317398455,0.183584506,0.504737391
0.639840318,1.807940785,0.718785353,0.020368187,0.665051869
0.146336463,0.415979576,1.516333332,0.472184888,0.902036558
0.444722155,2.358081612,4.665648565,0.978939612,0.579014751
1.107286715,1.680514474,2.875342035,0.941194781,0.962870396
0.226523919,1.569148411,3.631828379,0.820794223,-0.026532842
0.225551806,0.406442156,2.966148547,0.285295157,0.466412672
0.344461948,1.755851015,2.298002773,0.447087802,0.288288975
0.803372237,1.357772464,3.611586037,0.865306386,-0.521065038
0.690370432,0.576924266,4.077725505,0.199546219,0.31441152
0.638214262,2.449994338,2.984739422,0.159093772,0.519676723
0.342407914,1.14170473,2.010020135,0.073608579,0.637856696
1.068675815,0.531500058,1.760592094,0.166204179,-0.552565725
