"beta_1_MB","beta_1_MF","beta_2","alpha","pers"
0.331336354587224,0.810264863107483,0.91749990807458,0.600986978538047,1.37629226181686
0.324041752804451,1.81311245763925,1.75339272078129,0.97570945539538,1.29872641039591
0.958770940960696,1.53367090658503,1.54279362995564,0.898497130333499,2.12346734788882
0.00089036285840342,0.664553125675971,0.577833068665365,0.277357057802387,1.13873257926222
0.450096694493201,1.70023166638748,1.71907521467623,0.0757910834190343,2.94634986460782
0.863786113118785,0.904941664886256,1.75078352133238,0.658702393405843,2.03420197562126
1.93451297217181,1.70930753036148,0.30898614123486,0.820780821869165,-0.218441369537098
1.17257713118754,0.110205980514348,1.418047574393,0.76547763333885,1.47735123521019
0.821543937934224,0.252741826472601,0.126016481164829,0.321535815043582,2.37631031559753
0.745799147371439,0.843110006882228,1.46202493566003,0.991101530151524,0.2403584498348
0.45845947171552,0.759233712827964,1.05232997655687,0.447249876562561,1.48698231774583
0.142569605241002,0.166476835159226,0.298301727512445,0.535630238964335,1.53900813993736
0.000809405129707459,1.10356156789773,1.42430628828056,0.274927285513194,1.4899752434357
1.1065391112419,0.00113328642109426,1.23393359771925,0.0141134320414863,2.37165854007799
0.905576429357225,0.550639273007871,2.26731746198517,0.158495918819113,1.91334540536272
1.04599340426475,0.00106903822965169,1.00137451290388,0.13200232172204,0.880630235511858
0.920325559458085,0.97677549956243,1.35882730927102,0.230155647206962,1.96199658650761
0.83429171025563,0.0708658265347289,-0.190948936399825,0.855395559762016,-0.193912185341135
0.466446812471004,0.11511110024545,1.13123732956953,0.937226125167067,1.75458021882533
1.46869234698337,0.0757219074578696,2.31647139734647,0.0823270151603143,0.68930772386703
0.630509944740044,0.964105701407952,0.558011520963488,0.267817162841746,2.22316435237914
1.2451878136838,0.000924485799587553,1.72753533145623,0.311743637980898,0.852212375218046
0.621936768754476,0.000981320815205249,0.95421523997051,0.00100553363207651,0.183836803645612
0.535663393604564,1.18898935859387,1.46493938849415,0.763630138756248,0.464815431530663
0.141754946137087,1.90801671078255,2.10786952303121,0.702196531940769,2.83810864989582
1.28438930989614,0.000937718368899533,0.531642935568254,0.582186853594151,1.34876841921041
1.09650679549608,0.876981554964842,1.89089127385879,0.386686981099349,0.75777624148716
0.548323475664998,1.98116817592309,0.387063590835455,0.897226462081942,1.95225071440637
0.687856667511317,0.199389434135755,1.39259311326814,0.00100990529413909,1.6351670732798
1.85197439279959,0.445117077613571,0.436330504681585,0.202817566637103,2.40438119042132
0.432496451002116,2.17806105413794,0.410720526929205,0.0237738455965999,-0.023238617246566
0.603446210521049,1.05900588368798,-0.0119139086785607,0.000966750997438418,0.412965472155591
0.751459843668666,0.452080379467767,0.725127131226431,0.448830742300686,0.869329569288459
0.0868912971978427,1.12752821360857,2.14799736328598,0.999092609445593,2.55048607896542
2.1310113450184,1.65265822141866,1.90035418413044,0.998993673567832,0.93202003463415
