Row,mean,std,SE
EAT-26,26.0540540540541,10.9238422878734,1.79586860960982
AAI,24.027027027027,7.0651196674873,1.16149851852608
OCI-R,23.2162162162162,11.1558035099204,1.83400279960846
height,76.6205882352941,25.938234086427,4.44837044691742
weight,166.064705882353,8.43074756212805,1.44586127859862
bmi,27.1569986071105,7.45412727281248,1.31771598560832
age,30.6756756756757,4.50341878807432,0.740357488171338
