"beta_1_MB","beta_1_MF","beta_2","alpha","pers"
0.709424373843233,0.645550651128907,2.63112131190665,0.945415054695937,-0.638832048011012
0.319670310644527,0.448798824541934,-0.664368979116077,0.937858190805617,1.92964677864084
0.539546622441495,0.453420135723717,0.844529697581476,0.332993052275366,1.57129617003574
0.502983069406795,1.10853599015691,-0.000747473233256288,0.248084884395085,1.82189960919668
0.580289381430879,0.954042101752622,3.16921475287894,0.957720576658594,2.8333309627927
0.666863808086667,1.2595411082468,0.158321778724672,0.91562108972049,-1.02842618496791
0.362676414693821,0.569937795706401,1.23373401470875,0.955395333554328,0.29768833132425
0.846405589765158,0.204005435932981,-0.460094060453863,0.844061116204917,0.971540131297501
0.653033847415752,0.452256621055816,2.95387614996565,0.315542774903717,1.36013285995236
0.514148674360359,1.16064496310903,0.658739964511813,0.176096990332965,-2.06538838766106
0.527168755698489,1.03631940885584,-0.244163429102821,0.022266469777996,1.67843618797431
0.51462704634135,1.05930595900232,2.43616154551275,0.0195126561315745,1.65306383629
0.461479856587155,0.305187380132453,0.334745347095193,0.572672463048502,0.212080591500247
0.215738388717014,0.201434222619727,2.08053917457903,0.0708410870888969,2.69261782573556
0.393907847754714,0.763269133850149,0.607163163728624,0.573077299354072,1.21087136952575
0.514663338294516,1.08908772797821,-0.122810370711523,0.0494045108386453,1.76736694874267
0.353408867587061,0.20265469602607,1.98754666789291,0.802644288429118,0.794319855773979
0.310370561479616,1.41316223147059,2.68900505869321,0.466725002802332,0.47793225795916
0.480780542499495,0.254395275266344,0.922582373915792,0.877742049908718,1.09235704161103
0.468168287119918,1.31209392186324,0.206757650631029,0.0651377928475499,1.37155949391572
0.515597797110824,1.11867639146126,1.06601703903164,0.874790685209866,2.32661064471377
0.496436907999597,1.04981674403207,2.25412669998683,0.0158864539108155,1.93272176898276
0.425744208728833,1.23619320274598,2.84976873492092,0.984567455270852,0.251785385702536
0.422284815686761,0.307598002204909,2.19747674880224,0.296827218473854,-0.787356642967991
0.412755753772879,2.18299654152215,2.56472365683714,0.917083591626133,0.985181071103162
0.630797857460793,0.367733632272238,-0.522093747757826,0.154806544746228,0.784784179878567
0.619179952375283,0.876255497784099,1.42675599454525,0.733165707324572,2.36590512985538
0.202287490934208,0.0829221152958249,1.41101145901365,0.0186527817122425,1.50428996726375
0.330658504453206,1.33999651022869,1.21500142587258,0.948651542447418,0.344858897519722
0.402662730970083,0.220725488031985,1.32043442450274,0.839899859783175,1.16499696334328
0.407155727762099,0.854680031985733,0.761671380207043,0.950882915720001,1.02902381365275
0.401370835079592,0.51651815113813,2.47130883450015,0.440050342569153,1.63360242866238
0.487476621607495,0.72944362518298,1.1620982198689,0.164757061387008,2.31344016459652
0.640386934305357,0.377459796499424,1.16168415506672,0.700595061278843,1.19665499602384
0.339345706339726,0.243165919102802,1.99802735164938,0.975011932119704,2.47968669701184
