"beta_1_MB","beta_1_MF","beta_2","alpha","pers"
0.402851911495834,0.98978515350227,0.835168039219199,0.216870675071593,0.0887761825798505
0.727091461557648,1.16637570126679,-0.22068980178784,0.310968685826201,0.240812817022099
0.194314941783969,0.193151088633214,1.95114235965587,0.45736282065557,3.30272748401594
0.00084881477155799,0.55420539351135,1.2775613446682,0.638282601730147,0.996853124046132
0.882176051746389,0.940368254602703,0.482662352434741,0.172319551519471,1.63668004899255
0.598199216388192,0.544989804742751,1.70990055929277,0.979972767594282,1.83705916826211
0.241008450945644,0.000899028632111992,2.34994526108764,0.000955050508645516,0.0097125145156427
0.0012048626371738,0.568081574953782,1.51307915025798,0.00098092408356763,1.99350992026184
0.127545031387883,0.00105509016980801,1.14615828168124,0.794589289444754,-0.441577859379497
0.132942963977283,1.09552363786856,1.5158501974051,0.690753515836038,0.435217944256342
0.732446074782125,2.57179724925045,1.92261329617232,0.956381175818547,0.981855925335299
0.713775993560874,2.21300560010667,0.420300340102701,0.00112922537417641,0.89435868089269
0.623991117072433,1.01966304388626,0.581788136798982,0.832235670630905,2.3877654922698
0.0452655730980759,0.10690013503339,2.36051377790508,0.185461073725736,2.39814268206361
1.07612191543552,0.0793242687451146,1.90478686181137,0.872173321183851,0.414407950692428
0.220236783425811,0.249806047062707,0.788965184245841,0.00123738444100991,0.914242112943291
0.424660110986616,0.0820750440472288,1.47207729757274,0.333607363300984,0.605554544006336
0.603438692991746,0.00105503530234,0.301906235013417,0.633476230642984,1.65386866711271
0.724506614828493,0.0008493858919878,0.753286707916839,0.144720693892016,4.27955465674387
0.490323632258172,0.261974879073741,2.14667848849193,0.2547446529963,1.29647993929698
0.00104328778056355,1.11609921522931,-0.222494206115653,0.999001078723768,2.23989435976494
1.17548624964087,0.775304507546978,1.42085652405949,0.276602407618683,1.94556513223949
0.700255997937719,1.29277890467991,0.51323564844568,0.276098189228205,1.22083950292692
0.473079572321269,1.20017874947247,0.461752646956037,0.0288363456742773,0.337980170361476
0.815741724844842,0.35379131807736,1.84883560936283,0.999121953379623,1.15202202041442
0.00109368537519334,1.85164343439779,0.247311004304791,0.998940917867372,1.91786080585695
0.413902253000459,0.196291827703084,1.13617980388464,0.998997992227438,2.20985574573598
0.18759249624726,0.565683968976224,0.446564989275664,0.000991173367770131,2.05079270542372
0.187303127594294,0.829374148786943,1.46778238062993,0.800430387346739,1.79271593659921
0.802522485895486,0.73587796897714,0.637435981016123,0.999134178998072,2.47219022414144
0.00090275028475956,0.000834872978233197,0.457055509855062,0.685928750989502,0.777188219368796
0.0320953815986942,1.46153764119259,3.16207383729643,0.00101199757825222,0.417274148557556
0.190877098562044,0.0732158027754288,0.359463267863318,0.83504969262036,3.7877866717529
1.36427340400489,0.736318591332966,2.30897620027421,0.229531218001631,-0.310935039060329
0.533585473920942,1.67873672432482,0.61764434093473,0.998807702610803,-0.231785225325424
