"beta_1_MB","beta_1_MF","beta_2","alpha","pers","w"
0.569190608232096,1.38396617417504,2.34155862778217,0.660990361104955,0.727199386212814,0.276361806416386
0.591146010680538,0.592805829895848,1.27301265831905,0.290700618993028,0.480522489988513,0.191529914497613
